text,label
"Arabamın lastiklerini değiştirdim, daha rahat sürüyor.",1
"Kırmızı elbiseyi denedim, çok yakıştı.",1
"Bugün hava çok sıcak, evde kalıyorum.",1
"Yeni bir şampuan denedim, saçlarım daha parlak oldu.",1
"Doğum günüme yakın bir tarihe tatil planladım, heyecanlıyım.",1
"Çok sevdiğim bir arkadaşımla yıllar sonra buluştum, hala aynı keyifle sohbet ediyoruz.",1
"Arabanın kapısı çizildi, yazık.",0
"Buzdolabı tam çalışmıyor, yazık.",0
"Uyku vakti geldi, yazık.",0
"Patateslerin çoğu çürük çıktı, yazık.",0
"Hemşirenin çantası çalındı, yazık.",0
"Piknikte yağmur başladı, yazık.",0
"Konser biletleri tükendi, yazık.",0
"Okula geç kaldık, yazık.",0
"Yemekte tuz fazla kaçtı, yazık.",0
"Trafikte çok bekledik, yazık.",0
"Bu anahtar, cebinizde dahi taşıyabileceğiniz kadar küçük ve kullanışlıdır.",1
Kılıfın içinde bir adet şarj kablosu bulunmaktadır.,1
Bu ürünün bataryası oldukça dayanıklı ve uzun süreli kullanım sağlar.,1
Bluetooth bağlantısı sayesinde telefonunuzla kolayca senkronize edebilirsiniz.,1
Tüm işlemleri tek düğmeyle yapabilme imkanına sahipsiniz.,1
Ürünün tasarımı oldukça şık ve estetiktir.,1
Bu cihazın özellikleri arasında dokunmatik ekran ve çift kameralı sistem yer almaktadır.,1
Çeşitli renk seçenekleriyle kendi tarzınıza uygun bir ürün seçebilirsiniz.,1
Kullanım kılavuzu oldukça anlaşılır ve kullanıcı dostu şekilde hazırlanmıştır.,1
Garanti süresi oldukça uzun ve müşteri hizmetleri de oldukça başarılıdır.,1
Beğendiğimden daha kaliteli çıktı.,1
Beklediğimden daha kullanışlı çıktı.,1
Çok kullanışlı ve rahat bir ürün.,1
Herkese tavsiye edebileceğim bir ürün.,1
"Siparişim çabuk geldi, teşekkür ederim.",1
Hepsiburada.com'dan çok memnun kaldım.,1
Ürünün küçük boyutu benim için avantaj oldu.,1
Kaliteli ve dayanıklı bir ürün.,1
Ürünün özellikleri beklentilerimi aştı.,1
"Aldığım üründen çok memnunum, teşekkürler.",1
"Siyah renkli, mat bir kılıf.",0
"Beyaz desenli, yumuşak bir kılıf.",0
"Şeffaf, çizik önleyici bir kılıf.",0
"Kırmızı, kalın bir kılıf.",0
"Pembe, silikon bir kılıf.",0
"Yeşil, kaymaz bir kılıf.",0
"Parlak mavi, su geçirmez bir kılıf.",0
"Turuncu, hafif bir kılıf.",0
"Metalik grisi, şık bir kılıf.",0
"Mor, esnek bir kılıf.",0
Daha uygun fiyatlı bir alternatif var mı?,1
Bu fiyat aralığında daha iyi bir ürün bulabilirim mi?,1
Sizce bu ürünün fiyatı adil mi?,1
Bu fiyata daha fazla özellik sunan ürünler araştırmak istiyorum.,1
Kaliteli ürünler bu fiyattan daha mı pahalıdır?,1
Farklı bir mağazadan aynı ürünü daha ucuza bulabilir miyim?,1
Bu ürünü satın almadan önce diğer alternatifleri incelemeli miyim?,1
Bu fiyatla beraber hangi ekstra hizmetler sunuluyor?,1
Bu ürünün garantisi ve iade koşulları hakkında bilgi alabilir miyim?,1
İnternetten satın almak yerine fiziksel mağazadan almak daha mı avantajlıdır?,1
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
Arkadaşlarımın yorumlarına göre karar verdim.,0
Aldığım üründen çok düşük fiyata memnun kaldım.,0
Filtrem bile temizliği daha iyi yapıyor.,0
Tek bir süngerle temizlik yapmak zor.,0
Ek malzemelerle daha güçlü hale getirmek mümkün değil.,0
Arkadaşların ürünü beğenmelerine şaşkınlık duyuyorum.,0
Yorumlar doğrultusunda alışveriş yapmak akıllıca.,0
Fiyatına göre ürünün kalitesi tatmin edici.,0
İçeriğindeki malzemelerin yetersizliği sorun olabilir.,0
Sınırlı fonksiyonları olan ürünler ne yazık ki pek kullanışlı değil.,0
Film eğer ilginizi çekiyorsa...,1
Yemeğe eğer açsanız...,1
Konser eğer sevdiğiniz bir sanatçıysa...,1
Tatil eğer plan yapmak istiyorsanız...,1
Araba eğer almak istediğiniz bir markaysa...,1
Kitap eğer okumak istediğiniz bir yazardan gelirse...,1
Spor yapmak eğer sizin için önemliyse...,1
Saat eğer almak istediğiniz bir modelse...,1
Giysi eğer giyinmek istediğiniz bir tarzdaysa...,1
Fotoğraf eğer çekmekten keyif alıyorsanız...,1
Bilgisayarım her zaman yavaş açılır.,0
Arabam benzin tüketimi çok yüksek.,0
Yemeklerim hiç tat vermiyor.,0
Televizyon ekranı çok parlak.,0
Saatim sık sık duruyor.,0
Çamaşırlarım hızlı bir şekilde soluyor.,0
"Çayım çok soğudu, yeniden ısıtmalıyım.",0
Öğrenci evim çok gürültülü.,0
Kedim evde her yeri tüylerle kaplıyor.,0
Kitapcıda aradığım kitabı bulamadım.,0
"Samsung markasına güvenerek ürünü sipariş ettim, bu sefer kargo firması beni şaşırttı hızlı teslimat yaptılar.",0
"Apple markasına güvenerek ürünü sipariş ettim, bu sefer kargo firması beni şaşırttı hızlı teslimat yaptılar.",0
"Philips markasına güvenerek ürünü sipariş ettim, bu sefer kargo firması beni şaşırttı hızlı teslimat yaptılar.",0
"Sony markasına güvenerek ürünü sipariş ettim, bu sefer kargo firması beni şaşırttı hızlı teslimat yaptılar.",0
"LG markasına güvenerek ürünü sipariş ettim, bu sefer kargo firması beni şaşırttı hızlı teslimat yaptılar.",0
"Tefal markasına güvenerek ürünü sipariş ettim, bu sefer kargo firması beni şaşırttı hızlı teslimat yaptılar.",0
"Arzum markasına güvenerek ürünü sipariş ettim, bu sefer kargo firması beni şaşırttı hızlı teslimat yaptılar.",0
"Bosch markasına güvenerek ürünü sipariş ettim, bu sefer kargo firması beni şaşırttı hızlı teslimat yaptılar.",0
"Canon markasına güvenerek ürünü sipariş ettim, bu sefer kargo firması beni şaşırttı hızlı teslimat yaptılar.",0
"Microsoft markasına güvenerek ürünü sipariş ettim, bu sefer kargo firması beni şaşırttı hızlı teslimat yaptılar.",0
Başka seçenekler de denenebilir.,0
Şık olmaktan ziyade rahat olmak tercih edilebilir.,0
Dayanıklı malzemeler tercih edilmeli.,0
Sezon indirimi fırsatları kullanılabilir.,0
Renk uyumuna dikkat edilmeli.,0
Klasik tarzlar her zaman tercih edilebilir.,0
Marka değil kaliteye önem verilmeli.,0
İhtiyaçlar doğrultusunda seçim yapılmalı.,0
Tarzınıza uygun seçimler yapabilirsiniz.,0
Moda trendlerine uymak zorunda değilsiniz.,0
Telefonumda hiç ısınma sorunu yaşamadım.,1
Tam performansla oyun oynarken telefonun ısındığını fark edebilirsiniz.,1
Şarj olurken telefonumda hafif bir ısınma hissediyorum.,1
Bazen telefonum şarj olurken ısınıyor ama bu normal bir durum.,1
Oyun oynarken telefonumun ısındığını hissettim ama sıkıntı olmadı.,1
Telefonum ısınmazken oyun oynamak mümkün mü?,1
Biraz ısınma normal bir durum ama aşırı ısınmamalı.,1
"Telefonlar şarj olurken genellikle ısınır, benim telefonum da öyle.",1
Oyun oynarken telefonunuzun ısınması normal bir durum.,1
Telefonunuz ısınmıyorsa muhtemelen işlemci kapasitesi düşük demektir.,1
Bu fiyata bu kadar kaliteli olması şüphelendiriyor.,1
Piyasada benzerlerine göre fiyatı oldukça uygun.,1
Sanırım biraz araştırma yapmakta fayda var.,1
Hem kaliteli hem de ucuz bir ürün arıyorsanız burası doğru adres.,1
Bu fiyata bu kalitede bir ürün beklemiyordum.,1
"Gözüme inanamadım, gerçekten fiyatına göre çok iyi.",1
"Daha önce böyle bir şey görmemiştim, fiyatına göre inanılmaz kaliteli.",1
O kadar ucuza satılması biraz şüpheli geldi ama gerçekten harika.,1
Bu fiyata alabileceğiniz en iyi seçeneklerden biri.,1
Fiyatı itibariyle biraz tereddüt yaşadım ama sonuçta aldıktan sonra memnun kaldım.,1
Yorumlara göre aldım ama beklentilerimi karşılamadı.,0
İlk başta okuduğum yorumlar olumlu olmasına rağmen hayal kırıklığına uğradım.,0
Diğer yorumlarda kitabın sonlarına doğru güzelleştiğini söylüyorlardı ama ben yine de ilerleyemedim.,0
Tavsiye edilmeyecek bir kitap olabilir.,0
Yorumların güvenilirliği konusunda şüphelerim var.,0
Kitabı beğenmeme rağmen bazı yorumları çok abartılı buldum.,0
Yorumlarda bahsedilen özellikler kitapta olmaması büyük bir hayal kırıklığı oldu.,0
Yorumlar kitabı olumlu övmesine rağmen okuyunca beklentilerimi karşılayamadı.,0
Diğer okuyucuların övmesine rağmen kitap beni üzdü.,0
Kitabı beğenmeme rağmen yorumlardaki kadar olumlu bulmadım.,0
Bu yemek muhteşem!,1
Benim için bir sorun yok.,1
Bu gün harika bir hava var.,1
Bu kitabı kesinlikle okumalısın.,1
Bu film çok heyecan verici.,1
Bu şarap tadı mükemmel.,1
Bu araba çok hızlı gidiyor.,1
Bu oyun çok eğlenceli.,1
Bu maçı mutlaka izlemelisin.,1
Bu şehir gezilmesi gereken yerlerle dolu.,1
Ürünün kalitesi gerçekten çok iyi.,1
Fiyat performans açısından mükemmel bir seçenek.,1
"Satıcıya teşekkürler, ürün sorunsuz bir şekilde geldi.",1
Ürünün özellikleri beklentilerimi karşıladı.,1
Hızlı gönderim için teşekkürler.,1
Ürün içeriği açıklandığı gibi tamamen orijinal.,1
Ürün hasarsız ve sorunsuz bir şekilde teslim edildi.,1
Fiyatı nispeten uygun ama kalite beklentilerimi karşıladı.,1
Ürün kullanışlı ve pratik bir seçenek.,1
Satıcıdan alışveriş yapmaktan memnun kaldım.,1
Erkek kardeşim için 38 beden aldık.,1
Bu ayakkabıyı 20 TL indirimle aldım.,1
Bu deterjan leke çıkarmada gerçekten etkili.,1
Kızım okula giderken 3 numara ayakkabı giyiyor.,1
Bu yemeğe baharat ekleyince daha lezzetli oluyor.,1
Bu araba yakıt tasarruflu ve konforlu.,1
Bu kıyafet hem şık hem rahat.,1
İş yerime her gün 20 dakika yürüyerek gidiyorum.,1
Bu şampuan saçlarıma parlaklık veriyor.,1
Bu cep telefonu kamerası çok kaliteli.,1
Bu ürünü seyahatlerimde de yanımda taşıyorum.,1
Şarj süresi oldukça kısa ve kullanımı çok kolay.,1
"Ucuz bir ürün değil, ama kalitesi şüphesiz.",1
"Levha şeklinde tasarlanmış, bu sayede hem kullanışlı hem de şık duruyor.",1
"Farklı renk seçenekleri mevcut, benim tercihim siyah oldu.",1
Çalışırken oldukça sessiz ve sıcaklık problemleri de yaşatmıyor.,1
Özellikle doğa yürüyüşleri için ideal bir ürün.,1
"Pil kapasitesi oldukça yeterli, uzun süreli kullanımlarda bile sorun yaşatmıyor.",1
"Kargo süreci oldukça hızlı, ürünümü ertesi gün teslim aldım.",1
"Ürünün fiyatı biraz yüksek olsa da, uzun vadede avantajlı olacağından eminim.",1
Uygun fiyatlı bir otel arıyorum.,1
Tatil için planlar yapıyorum.,1
İşim için biraz daha zamana ihtiyacım var.,1
Arkadaşlarıma doğum günü hediyeleri seçiyorum.,1
Hava çok sıcak bugün.,1
Yeni bir araba ihtiyacım var.,1
Evdeki eşyalarımı yenilemek istiyorum.,1
Yemek yapmayı seviyorum.,1
Bugün spora gitmeliyim.,1
Film izlemek istiyorum ama hangisini seçeceğimi bilemiyorum.,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"Farklı bir mp3 player aradım, çünkü bu aracımda çalışmayı bıraktı.",0
"Kullanım kılavuzunu okudum, ama yine de doğru şekilde kullanamadım.",0
"Kullanımı basitti, ancak pili çok hızlı tüketiyordu.",0
"Başka bir adaptör denedim, ama telefonumu şarj etmekte sorun yaşadım.",0
Ürünün alışılagelmiş kullanımına adapte olmak zaman aldı.,0
Başka bir ürüne geçmeyi düşünüyorum çünkü verimlilik düşük.,0
Aracımdaki bağlantı noktası eski olduğu için kablo uyumsuzdu.,0
"Cihazın ekranı çok küçüktü, dolayısıyla görüntü kalitesi düşüktü.",0
Veri aktarımı esnasında bağlantı sürekli kopuyordu.,0
Şarj cihazıhızlıca ısınıp performansında düşüş oldu.,0
Ders çalıştıktan sonra yorgun hissettim kendimi.,0
Ev temizledikten sonra dinlenmek istedim.,0
Yürüyüş yapınca rahatlamış hissettim kendimi.,0
İşten sonra mutfağa girmek istemedim.,0
Uyandıktan sonra kahvaltı yapmak zorunda kaldım.,0
Yemeğimizi yedikten sonra hemen uyumak istedim.,0
Akşam yemeği için farklı bir tarif denemek istedim.,0
Arabayla uzun bir yolculuk yapınca yorgun hissediyorum.,0
Kitabı okuduktan sonra hikayenin etkisinde kaldım.,0
Sinemaya gitmek yerine evde kalmak istedim.,0
Ben de aynı markanın kedi mamasını aldım.,0
Ben de o ürünü aldım ve memnun kalmadım.,0
Mamanın kokusu kedimi bile rahatsız etti.,0
Köpeğim hiç yiyip bitirmeden bıraktı mamayı.,0
O ürünü kullandığımda köpeğim halsizleşti.,0
Ben de hayvanın yüzüne bakarak mamayı verdim ama yine de yemedi.,0
Hayvanların ne yediğine dikkat etmek lazım.,0
Bence bu markanın mamaları hayvan sağlığına uygun değil.,0
Benim hayvanımın tüyleri o ürünü kullandıktan sonra döküldü.,0
"Hayvanlar konusunda daha dikkatli olmalıyız, üzgünüm.",0
"Toz torbası çalışmıyor, ne yapabilirim?",0
"Toz alma cihazımda bir arıza var, yardımcı olur musunuz?",0
"Toz süpürme işlemi çok zorlaştı, ne yapmalıyım?",0
"Toz torbasını değiştirdim ama hala toz alma işlemi zayıf, ne önerirsiniz?",0
"Tozdolabımın filtresi tıkandı, nasıl temizleyebilirim?",0
"Elektrikli süpürge çalışmıyor, ne yapabilirim?",0
"Toz torbası çok hızlı doluyor, neden olabilir?",0
"Toz çıkarma filtresi işe yaramıyor, ne yapabilirim?",0
"Toz süpürge aparatları kayboldu, yeni nasıl alabilirim?",0
Toz dolabını temizlemek için hangi malzemeleri kullanmalıyım?,0
"Giriş kısmının ayarı bozuk olduğu için, şarjı çıkarmakta zorlanıyorsunuz, bu yüzden fen kullanmanızı öneriyorum.",0
"Telefonunuzun veya tabletinizin uzun vadede zarar görmesini önlemek için, fen kullanmanız gerekiyor.",0
"Fen kullanarak, güç uygulayarak çıkardığınız şarj kablosu nedeniyle cihazınız zarar görebilir.",0
"Giriş kısmının ayarı düzgün olmadığı için, şarj kablosunu güç uygulayarak çıkarmalısınız.",0
"Fen almanızı öneriyorum, çünkü şarj kablosunu çıkarırken telefona veya tabletinize zarar verebilirsiniz.",0
"Şarj kablosunu zorlayarak çıkardığınızda, telefona veya tablete zarar verebilirsiniz; bu yüzden fen kullanmanızı öneriyorum.",0
"Şarj kablosunu güç uygulayarak çıkarmak cihazınıza zarar verebilir, bu yüzden fen kullanmanızı öneriyorum.",0
"Giriş kısmı ayarı düzgün olmayan cihazlarda, fen kullanarak şarj kablosunu çıkarmanız gerekiyor.",0
"Şarj kablosunu zorlayarak çıkardığınızda, telefona veya tablete zarar verme riski taşırsınız; bu nedenle fen kullanmanızı tavsiye ederim.",0
Şarj kablosunu güç uygulayarak çıkarmak bazen cihazınıza zarar verebilir; bu yüzden fen kullanmanızı öneriyorum.,0
Henüz tadına bakmadım ama fiyatı uygun.,0
Henüz tam karar vermedim ama fiyatı makul.,0
Henüz denemedim ama fiyatı adil.,0
Henüz almadım ama fiyatı makul.,0
Henüz incelemedim ama fiyatı normal.,0
Henüz araştırmadım ama fiyatı makul.,0
Henüz göz atmadım ama fiyatı uygun.,0
Henüz test etmedim ama fiyatı makul.,0
Henüz keşfetmedim ama fiyatı normal.,0
Henüz kullanmadım ama fiyatı makul.,0
Ürün siparişim hızlı bir şekilde elime ulaştı.,1
"Beklentilerim karşılandı, üründen memnun kaldım.",1
Diş etlerimi zarar vermeden temizledi.,1
Ara yüzlerdeki çay-kahve lekelerini en iyi şekilde temizliyor.,1
Bakteri plaklarını başarılı bir şekilde temizliyor.,1
Ürün kullanımı sonrası ağızda ferahlık hissi oluşuyor.,1
Bu ürünü kesinlikle öneriyorum.,1
Diş fırçalama işlemini kolaylaştırıyor.,1
"Kaliteli bir ürün, pişman olmayacaksınız.",1
Benim için vazgeçilmez bir ürüne dönüştü.,1
"Bu kadar kötü bir bez görmedim, sürekli sızdırıyor.",0
Bez değiştirmek yerine kıyafetimi değiştiriyorum.,0
"Gecede defalarca sızdırma yaşadım, bez hiçbir işe yaramıyor.",0
Ön ve arka bariyerli bez aldım ama yine sızdırıyor.,0
Bezleri değiştirmeme rağmen sızdırma sorunu devam ediyor.,0
Bu bezlerin reklamı çok iyi ama hiçbir işe yaramıyorlar.,0
"Bu bezlerle uyku uyuyamıyorum, sürekli sızdırıyorlar.",0
"Ucuz bezleri aldım, pişman oldum çünkü sürekli sızdırıyorlar.",0
En iyi bezleri aldım ama sızdırma sorunu hala devam ediyor.,0
"Bariyerli bezler aldım ama yine sızdırıyor, hiç memnun değilim.",0
Ürününüz çok kaliteli teşekkürler.,1
Aldığım hizmetten çok memnun kaldım.,1
Personeliniz çok profesyonel teşekkürler.,1
Özenli paketleme için teşekkür ederim.,1
Fiyatlarınız çok uygun teşekkürler.,1
Siparişim çok çabuk teslim edildi teşekkürler.,1
Müşteri hizmetleriniz çok yardımcı oldu teşekkürler.,1
Ürünleriniz beklentilerimi karşıladı teşekkürler.,1
İşlemim çok hızlı gerçekleşti teşekkürler.,1
Her şey çok güzel ve sorunsuz oldu teşekkürler.,1
"Bu yazıcı sadece baskı yapabiliyor, tarama ve fotokopi işlevi yok.",1
"Fiyatına göre yeterli, tarama ve fotokopi beklentisi olmamalı.",1
"Ürün kaliteli, kurulumu ve kullanımı kolay.",1
Gelen kartuşlar fiyatı uygun hale getiriyor.,1
Kartuş parasını ödemeden yazıcı sahibi olmak harika.,1
Bu fiyatı göz önüne alarak oldukça iyi bir yazıcı.,1
Tek görevi baskı olmakla birlikte işini başarılı bir şekilde yapıyor.,1
"Ürün kartuşları ile birlikte bulunuyor, ayrıca satın alma zorunluluğu yok.",1
"Yalnızca yazıcı özelliği ile sınırlı, fakat gereksinimleri karşılayan bir ürün.",1
"Baskı ihtiyacından başka bir özelliği bulunmuyor, ama bu yeterli olabilir.",1
Bu oldukça pahalı ama gerçekten kaliteli bir ürün.,1
Ebatları biraz büyük ama gerçek bir şaheser.,1
Biraz ağır olabilir ama çok dayanıklı bir malzeme.,1
"Hem şık hem kaliteli, gerçekten iyi bir ürün.",1
"Boyutu biraz büyük olsa da, işinizi görür.",1
"Ürün hem kaliteli hem şık, teklif kaçırılmaz.",1
"Hem orijinal hem de kaliteli bir ürün, mükemmel bir seçenek.",1
Ürün fiyat bakımından biraz yüksek olabilir ama gerçekten kaliteli.,1
Boyutu biraz göze çarpıyor ama kullanışlı bir ürün.,1
Biraz büyük olmasından dolayı tereddüt ettim ama gerçekten şık görünüyor.,1
Süper hızlı kargo için teşekkür ederim.,1
"Siparişimi hızlıca ve kaliteli bir şekilde aldım, teşekkürler.",1
Harika hız ve kalite için teşekkür ederim.,1
"Teslimat çok hızlı ve kaliteliydi, teşekkür ederim.",1
Hızlı teslimat için teşekkür ederim.,1
"Ürünlerim hızlı ve kaliteli bir şekilde geldi, teşekkürler.",1
Süper hızlı ve mükemmel kalite için teşekkürler.,1
"Teslimat süper hızlıydı, kalite de harikaydı, teşekkürler.",1
Hızlı ve kaliteli hizmetiniz için teşekkür ederim.,1
Mükemmel hız ve kalite için çok teşekkür ederim.,1
Yakıt tasarrufu için her ay faracına hava filtresi değiştirmelisin.,0
Sadece markalarını tanıdığın yakıt istasyonlarından yakıt almalısın.,0
Yaz aylarında lastiklerini doğru basınçta tutarak yakıt tasarrufu sağlayabilirsin.,0
"Hiçbir zaman boşa çalıştırmamalısın, sadece gerekliyse çalıştırmalısın.",0
Yakıt tasarrufu için aracındaki gereksiz ağırlıkları kaldırmalısın.,0
Uzun süreli parklarda anahtarın kontakta durması yakıt tüketimini artırabilir.,0
Aracında aerodinamik bir tasarım(örn: rüzgarlık) kullandığında yakıt tasarrufu sağlayabilirsin.,0
Aracının bakımını düzenli şekilde yaptırmak yakıt tasarrufu için önemlidir.,0
"Modern teknolojili araçlarda ""eco"" modu etkili bir tasarruf sağlayabilir.",0
Yakıt tasarrufu için sürekli yüksek devirlerde kullanmaktan kaçınmalısın.,0
Teşekkürler hepsi buradaymış. ,1
Hepsiburada'ya teşekkürler. ,1
Her zamanki gibi teşekkürler hepsiburada. ,1
"Hepsiburada'ya minnettarım, teşekkürler. ",1
"Ürünler zamanında geldi, teşekkürler hepsiburada. ",1
"Geç de olsa ürüne kavuştum, teşekkürler hepsiburada. ",1
Alışverişimi keyifli hale getirdiğiniz için teşekkürler hepsiburada. ,1
Hepsiburada'ya yine de teşekkürler. ,1
"Okuduğum yorumlara güvenerek alışveriş yapmıştım ve pişman olmadım, teşekkürler hepsiburada. ",1
"Bu zamana kadar bana hep yardımcı oldunuz, teşekkür ederim hepsiburada.",1
Bu evdeki mobilyalar birbirine uymuyor.,0
Resimdeki renkler gerçek hayatta öyle değiller.,0
Kitaplıktaki rafları iyi organize etmedim.,0
Telefonumda herhangi bir müzik çalmıyor.,0
Bu yemek tarifi benim beklentilerimi karşılamadı.,0
Dışarıda hava çok soğuk ve rüzgarlı.,0
Koltuğun sırt desteği çok rahatsız.,0
Otobüsün koltuk aralığı çok dar.,0
Yüzümdeki sivilceler geçmek bilmiyor.,0
"Bu bardakta kahve önermiyorum, tadı bana uymuyor.",0
Bu durum oldukça ilginç görünüyor.,1
Çok çalışıp yıllardır emek veriyoruz.,1
Dün akşam yemeğe mi gitmiştiniz?,1
Konuyu uzun uzun düşündük ve en iyi seçeneği seçtik.,1
Otuzlarda olmak hayatı daha iyi hale getirebilir.,1
Bir kez daha teşekkür etmek istedim.,1
Ağustos ayında tatil yapmayı planlamıştık ama başka bir şey çıktı.,1
Bu proje için neler gerekiyor?,1
Hangi filmi izleyeceğimize henüz karar vermedik.,1
Yeni arabamız oldukça konforlu bir sürüş sağlıyor.,1
"O tat çok lezzetliydi, yeniden denemek istiyorum.",1
"Bu yemeği gerçekten sevdim, tekrar sipariş vereceğim.",1
"Çok beğendim, bir kez daha sipariş edeceğim.",1
"Harikaydı, tekrar sipariş etmek istiyorum.",1
"Fvalla'nın yemeği mükemmeldi, yeniden sipariş vereceğim.",1
"Bu yemek benim favorim oldu, tekrar sipariş etmem gerek.",1
"İlk defa denedim ve çok beğendim, tekrar sipariş edeceğim.",1
"Fvalla'nın yemeği beni çok mutlu etti, tekrar sipariş vereceğim.",1
"Yine o yemeği yemek istiyorum, lezzeti çok güzeldi.",1
"Bu yemek benim iştahımı kabarttı, mutlaka yeniden sipariş vereceğim.",1
Orjinal mürekkepler çok pahalı olduğu için ben de ucuz alternatiflere yöneliyorum.,0
"Yazıcı kartuşlarındaki mürekkep kutuları da çok pahalı, ben de dışarıdan doldurtuyorum.",0
"İkinci el yazıcı kartuşları, orjinallerine göre daha uygun fiyatlı olduğu için tercih ediyorum.",0
Ucuz tonerler optimum bir performans göstermiyor ben de orijinal toner alamıyorum.,0
İşyerindeki yazıcı toneri de çok pahalı olduğu için ben de internetten avlanıyorum.,0
"Orijinal kartuş fiyatları, marka dolandırıcılığı olarak görünüyor, ucuz kartuşlar kullanıyorum.",0
"Yazıcımın kartuşlarına ödediğim miktar, yazıcının kendisinin fiyatına yakın olduğu için ben de alternatifler arıyorum.",0
"Orijinal mürekkeplerin işletmemin maliyetini arttırdığını fark ettim, ben de uygun fiyatlı dolum yapan yerler arıyorum.",0
Yazıcı patronları bizi bunaltmak amacıyla orijinal mürekkepleri aşırı fiyatlandırıyor.,0
"Dolum tonerler, hem orijinallerine göre daha uygun fiyatlı hem de daha çevre dostu olduğu için tercih ediyorum.",0
"Odama yeni bir halı aldım, renkleri çok canlı ve parlak.",1
"Banyomda duş perdesi değiştirdim, çok şık ve uyumlu oldu.",1
"Koltuğuma yeni bir yastık aldım, çok rahat ve yumuşak.",1
"Mutfağıma yeni bir tencere aldım, kapasitesi çok iyi.",1
"Arabamın lastiklerini değiştirdim, daha sürüşü rahat oldu.",1
"Ofis masamın üstüne bir çiçek koydum, atmosferi canlandırdı.",1
"Evimin içini boyattım, yeni gibi oldu.",1
"Elbiselerimi dolaba düzenli bir şekilde yerleştirdim, daha fazla alanım oldu.",1
"Yepyeni bir telefon aldım, özellikleri çok güzel ve kullanışlı.",1
"Yatağıma yeni bir yorgan aldım, sıcacık ve yumuşacık.",1
"Herkesin zevki farklı, benim hoşuma gitmedi açıkçası.",0
"Benim beğenim diğerlerinden farklı, güzel gelmedi.",0
Diğerleri beğenmiş olabilir ama benim hoşuma gitmedi açıkçası.,0
"Bana göre çok güzel değil, diğerleri için farklı olabilir.",0
"Kendi zevkimiz var, benim beğenmediğim güzel gelmedi.",0
"Herkesin beğenisine göre değişir, benim için tam olarak güzel değil.",0
"Benim zevkim çok farklı, diğerleriyle aynı olmayabilir.",0
Diğerlerine göre farklı olsa da benim beğenim değil.,0
"Herkesin tarzı farklı, bana öyle güzel gelmedi.",0
"Benim damak zevkim başka, bu yüzden tam olarak güzel gelmedi.",0
"Bu ürünü ben de beş tane aldım, fiyat performans açısından tam aradığım şeydi.",1
"Ürünün performansı tatmin edici, fiyatı da çok uygun.",1
"Aldığımız en iyi ürünlerden biri, aldığıma kesinlikle değdi.",1
Bu ürünün fiyatı çok uygun ama performansıyla oldukça şaşırtıcı bir ürün.,1
"Kamera performansı, fiyatına göre oldukça iyi diyebilirim.",1
"Hepsiburada.com'a teşekkür ederim, kaliteli ürünleri uygun fiyata sunmaları gerçekten iyi.",1
İyi bir ürün arıyorsanız bu tam size göre!,1
"Bu ürünün özellikleri, fiyatına göre oldukça yüksek bir performans sunuyor.",1
"Bu ürünü kullandığım için gerçekten memnun kaldım, tekrar alabilirim.",1
"Hepsiburada.com, uygun fiyatlarda kaliteli ürünler sunarak müşterilerinin yüzünü güldürüyor.",1
Ellerim buz gibi oldu.,0
Odanın havası çok kirli.,0
Yemeğin tadı çok tuzlu.,0
Kitap çok sıkıcı idi.,0
"Yol çok kaygan, dikkatli ol.",0
"Gözlüklerim raydan çıktı, tamir etmem gerekiyor.",0
"Ayakkabılarım çamur oldu, temizlemem gerekiyor.",0
"Arabam çalışmıyor, tamirciye gitmem gerekiyor.",0
"Çayım soğuk oldu, yeniden yapmalıyım.",0
"Eşyalarım düzenli değil, toplamam gerekiyor.",0
"Bu yemeğin tadı gerçekten harika, mutlaka denemelisin.",1
"Bu markanın ürünleri hep kaliteli, güvenle alabilirsin.",1
"Bu filmi herkesin izlemesi gerektiğini düşünüyorum, çok etkileyici.",1
"Bu şarkıyı sürekli dinliyorum, sözleri çok güzel.",1
"Bu kitap gerçekten harika, okumadan geçme.",1
"Bu maçı kaçırmamalısın, muhteşem bir mücadele olacak.",1
"Bu otelin hizmeti gerçekten harika, tekrar gelmek istiyorum.",1
"Bu kıyafeti üzerinde güzel duracak, kesinlikle denemelisin.",1
"Bu tatil bölgesi harika bir yer, mutlaka ziyaret etmelisin.",1
"Bu diş hekimi gerçekten başarılı, tavsiye ederim.",1
Beklentilerimi karşılamadı.,0
Beni hayal kırıklığına uğrattı.,0
Ummadığım bir sonuçla karşılaştım.,0
Beklediğim gibi olmadı.,0
Tahmin ettiğimden farklı bir şekilde sonuçlandı.,0
Hedefime ulaşamadım.,0
Planımın ters gittiğini fark ettim.,0
Umduğum sonucu alamadım.,0
İstediğim etkiyi yaratamadı.,0
Beğenmediğim bir sonuçla karşılaştım.,0
Ben de aynı TV modelini aldım.,1
Siparişim hızlıca hazırlandı.,1
Kargom beklediğimden önce geldi.,1
Montajı yapmak çok kolaydı.,1
Türk markaları artık gerçekten kaliteli.,1
İnternetten alışveriş yapmak çok pratik.,1
Verdiğim parayı sonuna kadar hak etti.,1
Fiyat/performans açısından harika bir seçenek.,1
